Mission Name,Spacewalkers,Year,Start Time,End Time,Duration,EVA Reason
STS-117 EVA 1,James F. Reilly  John D. Olivas,2007,6/11/2007 20:02,6/12/2007 2:17,"6 hours, 15 minutes",Began the S3/S4 Truss installation.
STS-117 EVA 2,Patrick G. Forrester  Steven Swanson,2007,6/13/2007 18:28,6/14/2007 1:44,"7 hours, 16 minutes","Assisted in retraction of the solar panels on the P6 Truss. Completed the S3/S4 truss installation. Partial failure due to the S3/S4 SARJ motor control circuits being wired in reverse, so some launch restraints were left in place to prevent the possibility of undesired rotation."
STS-117 EVA 3,James F. Reilly  John D. Olivas,2007,6/15/2007 17:24,6/16/2007 1:22,"7 hours, 58 minutes","Repaired the Orbital Maneuvering System (OMS) pod thermal blanket, finished the P6 solar array retraction, and installed a hydrogen ventilation valve onto Destiny."
STS-117 EVA 4,Patrick G. Forrester  Steven Swanson,2007,6/17/2007 16:25,6/17/2007 22:54,"6 hours, 29 minutes","Retrieved a television camera and its support structure from an External Stowage Platform attached to the Quest airlock, and installed it on the S3 truss, verified the Drive Lock Assembly (DLA) 2 configuration, and removed the last six SARJ launch restraints. Installed a computer network cable on the Unity node, opened the hydrogen vent valve on the Destiny laboratory, and tethered two orbital debris shield panels on the station's service module."
Expedition 15 EVA 3,Clayton Anderson  Fyodor Yurchikhin,2007,7/23/2007 10:25,7/23/2007 18:06,"7 hours, 41 minutes","Replaced components for the Mobile Transporter's redundant power system, jettisoned an ammonia tank and flight support equipment, and cleaned the Common Berthing Mechanism (CBM) on the nadir port of Unity."
STS-118 EVA 1,Richard Mastracchio  Dafydd Williams,2007,8/11/2007 16:28,8/11/2007 23:45,"6 hours, 17 minutes","Attached the Starboard 5 (S5) segment of the station's truss, and retracted the forward heat-rejecting radiator from the station's Port 6 (P6) truss."
STS-118 EVA 2,Richard Mastracchio  Dafydd Williams,2007,8/13/2007 15:32,8/13/2007 22:00,"6 hours, 28 minutes",Removed the new Control Moment Gyroscope (CMG) from the shuttle's payload bay and installed it onto the Z1 truss. Installed the failed CMG onto an External Stowage Platform (ESP-2).
STS-118 EVA 3,Richard Mastracchio  Clay Anderson,2007,8/15/2007 14:38,8/15/2007 20:05,"5 hours, 28 minutes","Moved two Crew Equipment Translation Aid (CETA) carts from tracks on the left side of the Canadarm2 Mobile Transporter to its right side. Relocated an antenna base from the P6 truss to P1, and installed a new transponder and signal processor for an S-band communications upgrade. During the EVA, Mastracchio noted a hole in the second layer of material on the thumb of his left glove. The suit has five protective layers, and the small hole did not cause any danger to Mastracchio, but he returned to the airlock early as a precautionary measure."
STS-118 EVA 4,Dafydd Williams  Clay Anderson,2007,8/18/2007 14:17,8/18/2007 19:02,"5 hours, 02 minutes","Retrieved Materials International Space Station Experiment (MISSE) containers 3 and 4, installed the Orbiter Boom Sensor System (OBSS) Boom Stand, installed an External Wireless Instrumentation System (EWIS) antenna, and secured Z1 gimbal locks."
STS-120 EVA 1,Scott E. Parazynski  Douglas H. Wheelock,2007,10/26/2007 10:02,10/26/2007 16:16,"6 hours, 14 minutes","Installed the new Harmony module in its temporary location, retrieved the S-Band Antenna Support Assembly, and prepared for the relocation of the P6 truss by disconnecting fluid lines on the P6/Z1 truss segments."
STS-120 EVA 2,Scott E. Parazynski  Daniel M. Tani,2007,10/28/2007 9:32,10/28/2007 16:05,"6 hours, 33 minutes","Disconnected the Z1-to-P6 umbilicals, detached P6 from Z1, configured the S1 radiator, installed handrails onto Harmony, and inspected the S4 starboard Solar Alpha Rotary Joint (SARJ)."
STS-120 EVA 3,Scott E. Parazynski  Douglas H. Wheelock,2007,10/30/2007 8:45,10/30/2007 15:53,"7 hours, 08 minutes","Attached P6 to P5, installed P6/P5 umbilical connections, reconfigured S1 following its redeployment, and inspected the port SARJ."
STS-120 EVA 4,Scott E. Parazynski  Douglas H. Wheelock,2007,11/3/2007 10:03,11/3/2007 17:22,"7 hours, 19 minutes",Inspection and repair of the P6 solar array.
Expedition 16 EVA 1,Peggy Whitson  Yuri Malenchenko,2007,11/9/2007 9:54,11/9/2007 16:49,"6 hours, 55 minutes","Disconnected and stored the Station-to-Shuttle Power Transfer System cables, stored the PMA-2 umbilical, and stowed a Harmony node avionics umbilical into a temporary position."
Expedition 16 EVA 2,Peggy Whitson  Daniel M. Tani,2007,11/20/2007 10:10,11/20/2007 17:26,"7 hours, 16 minutes","External configuration of PMA-2 and Harmony: Fluid, electrical, and data lines attached, avionics lines hooked up, heater cables attached, and relocated a fluid tray."
Expedition 16 EVA 3,Peggy Whitson  Daniel M. Tani,2007,11/24/2007 9:50,11/24/2007 16:54,"7 hours, 04 minutes","Completion of fluid, electrical, and data line hookups for PMA-2 and Harmony. Loop B Fluid Tray connected to the port side of the Destiny laboratory. Inspected and photographed the starboard Solar Alpha Rotary Joint (SARJ) to assist with troubleshooting on the ground."
Expedition 16 EVA 4,Peggy Whitson  Daniel M. Tani,2007,12/18/2007 9:50,12/18/2007 16:46,"6 hours, 56 minutes","Inspected the S4 starboard Solar Alpha Rotary Joint (SARJ), and a Beta Gimbal Assembly (BGA). Records: 100th EVA in support of assembly and maintenance of the International Space Station. Whitson became the female astronaut with the most EVAs (five) and the most time spent in EVA, with a total of 32 hours, 36 minutes."
Expedition 16 EVA 5,Peggy Whitson  Daniel M. Tani,2008,1/30/2008 9:56,1/30/2008 17:06,"7 hours, 10 minutes","Replaced the Bearing Motor Roll Ring Module on one of the station's solar wings, and inspected and photographed the starboard Solar Alpha Rotary Joint (SARJ)."
STS-122 EVA 1,Rex J. Walheim  Stanley G. Love,2008,2/11/2008 14:13,2/11/2008 22:11,"7 hours, 58 minutes","Installed a grapple fixture on Columbus while it was still in the shuttle's payload bay, prepared electrical and data connections on Columbus, and replaced a large nitrogen tank used for pressurizing the station's ammonia cooling system."
STS-122 EVA 2,Rex J. Walheim  Hans Schlegel,2008,2/13/2008 14:27,2/13/2008 21:12,"6 hours, 45 minutes","Installed the P1 Truss Nitrogen (N2) tank assembly, stowed the old N2 tank assembly into the shuttle's payload bay, and completed routing for the Station-to-Shuttle Power Transfer System (SSPTS)."
STS-122 EVA 3,Rex J. Walheim  Stanley G. Love,2008,2/15/2008 14:27,2/15/2008 20:32,"7 hours, 25 minutes","Installed the Solar Monitoring Observatory (SOLAR) telescope and the European Technology Exposure Facility (EuTEF) facility onto an External Stowage Platform (ESP) on Columbus. Retrieved a failed Control Moment Gyroscope (CMG), installed the failed CMG into the shuttle's payload bay, and installed keel pin cloth covers on Columbus."
STS-123 EVA 1,Richard M. Linnehan  Garrett Reisman,2008,3/14/2008 1:18,3/14/2008 8:19,"7 hours, 1 minute","Installed the Japanese Experiment Logistics Module, Pressurized Section (ELM-PS) onto its temporary location on top of Harmony, and began assembly of the Special Purpose Dexterous Manipulator (Dextre) ."
STS-123 EVA 2,Richard M. Linnehan  Michael Foreman,2008,3/15/2008 23:49,3/16/2008 6:57,"7 hours, 8 minutes","Dextre assembly continued, two ""arms"" attached to Dextre."
STS-123 EVA 3,Richard M. Linnehan  Robert L. Behnken,2008,3/17/2008 22:51,3/18/2008 5:44,"6 hours, 53 minutes","Dextre assembly completed. Spare equipment for the station installed onto an external stowage platform (ESP) on the Quest airlock, including a yaw joint for the station's robotic arm, Canadarm2, and two spare direct current switching units."
STS-123 EVA 4,Michael Foreman  Robert L. Behnken,2008,3/20/2008 22:04,3/21/2008 4:28,"6 hours, 24 minutes","Replaced a Remote Power Control (RPC) module, and tested shuttle thermal tile repair materials and techniques. Removed a cover from the left arm of Dextre, and removed launch locks from the Harmony module. Released launch locks on Harmony’s port and nadir Common Berthing Mechanisms (CBM)."
STS-123 EVA 5,Michael Foreman  Robert L. Behnken,2008,3/22/2008 20:34,3/23/2008 2:36,"6 hours, 2 minutes","Stored the shuttle Orbiter Boom Sensor System (OBSS) onto the station, installed a materials experiment on the outside of the Columbus laboratory, and inspected the Solar Alpha Rotary Joint (SARJ)."
STS-124 EVA 1,Michael E. Fossum  Ronald J. Garan,2008,6/3/2008 16:24,6/3/2008 23:12,"6 hours, 48 minutes","Released straps on the shuttle's robotic arm elbow joint camera, transferred the OBSS back to the shuttle. Prepared the Japanese Experiment Module, Pressurized Module (JEM-PM), named Kibo, for installation. Replaced a trundle bearing assembly on the starboard Solar Alpha Rotary Joint, and inspected damage on the SARJ."
STS-124 EVA 2,Michael E. Fossum  Ronald J. Garan,2008,6/5/2008 15:04,6/5/2008 22:15,"7 hours, 11 minutes","Installed covers and external equipment to Kibo, prepared for the relocation of the Japanese Experiment Logistics Module, Pressurized Section (ELM-PS). Prepared a nitrogen tank assembly for removal, and the new tank was stowed on an External Stowage Platform to prepare for installation. Removed a television camera with failed power supply."
STS-124 EVA 3,Michael E. Fossum  Ronald J. Garan,2008,6/8/2008 13:55,6/8/2008 20:28,"6 hours, 33 minutes",Removed and replaced the starboard nitrogen tank assembly. Finished outfitting the Kibo laboratory. Reinstalled a television camera with a repaired power supply.
Expedition 17 EVA 1,Sergei Volkov  Oleg Kononenko,2008,7/10/2008 18:48,7/11/2008 1:06,"6 hours, 18 minutes","Inspected the Soyuz TMA-12 spacecraft, removed a pyrotechnic bolt from the Soyuz, installed a docking target for the new Russian MRM (Multipurpose Research Module) on the Service Module Transfer Compartment."
Expedition 17 EVA 2,Sergei Volkov  Oleg Kononenko,2008,7/15/2008 17:08,7/15/2008 23:02,"5 hours, 54 minutes","Installed a docking target on the Zvezda service module. Installed the Vsplesk experiment, straightened the ham radio antenna, and retrieved the Biorisk experiment."
STS-126 EVA 1,Heidemarie Stefanyshyn-Piper  Stephen G. Bowen,2008,11/18/2008 18:09,11/19/2008 1:01,"6 hours, 52 minutes","Transferred an empty nitrogen tank assembly from ESP3 to the shuttle's cargo bay, transferred a new flex hose rotary coupler to ESP3 for future use, removed an insulation cover on the Kibo External Facility berthing mechanism, began cleaning and lubrication of the starboard SARJ, and replacement of its 11 trundle bearing assemblies."
STS-126 EVA 2,Heidemarie Stefanyshyn-Piper  Robert S. Kimbrough,2008,11/20/2008 17:58,11/21/2008 0:43,"6 hours, 45 minutes","Relocated the two Crew and Equipment Translation Aid (CETA) carts from the starboard side of the Mobile Transporter to the port side, lubricated the station robotic arm's latching end effector A snare bearings, continued cleaning and lubrication of the starboard SARJ. EVA was conducted on the station's tenth anniversary."
STS-126 EVA 3,Heidemarie Stefanyshyn-Piper  Stephen G. Bowen,2008,11/22/2008 18:01,11/23/2008 0:58,"6 hours, 57 minutes",Completed cleaning and lubrication of all but one of the trundle bearing assemblies (TBA) on the starboard SARJ. The final TBA will be replaced during EVA 4.
STS-126 EVA 4,Stephen G. Bowen  Robert S. Kimbrough,2008,11/24/2008 18:24,11/25/2008 0:31,"6 hours, 7 minutes","Completed replacement of trundle bearing assemblies on starboard SARJ, lubricated the port SARJ, installed a video camera, re?installed insulation covers on the Kibo External Facility berthing mechanism, performed Kibo robotic arm grounding tab maintenance, installed spacewalk handrails on Kibo, installed Global Positioning Satellite (GPS) antennae on Kibo, photographed radiators, and photographed trailing umbilical system cables."
Expedition 18 EVA 1,Yuri Lonchakov  Michael Fincke,2008,12/23/2008 0:51,12/23/2008 6:29,"5 hours, 38 minutes","Installed the electromagnetic energy measuring device, (Langmuir probe) on Pirs, removed the Russian Biorisk long-duration experiment, installed the Expose-R experiment package on Zvezda, but subsequently removed it after it failed to activate and transmit telemetry on ground command. Installed the Impulse experiment, and photographed external ISS structures as part of the ""Panorama-2008"" detailed test objective (DTO)."
Expedition 18 EVA 2,Yuri Lonchakov  Michael Fincke,2009,3/10/2009 16:22,3/10/2009 21:11,"4 hours, 49 minutes","Installed the EXPOSE-R onto the universal science platform of the Zvezda module, removed tape straps from the area of the docking target on the Pirs airlock and docking compartment, inspected and photographed the exterior of the Russian portion of the station."
STS-119 EVA 1,Steven R. Swanson  Richard R. Arnold,2009,3/19/2009 17:16,3/19/2009 23:23,"6 hours, 7 minutes","Installed the Starboard 6 (S6) truss to the S5 truss, connected S5/S6 umbilicals, released launch restraints, removed keel pins, stored and removed thermal covers, and deployed the S6 photovoltaic radiator."
STS-119 EVA 2,Steven R. Swanson  Joseph M. Acaba,2009,3/21/2009 16:51,3/21/2009 23:21,"6 hours, 30 minutes","Advanced preparation of a worksite for STS-127, partially installed an unpressurized cargo carrier attachment system on the P3 truss, installed a Global Positioning System antenna to the Kibo laboratory, and obtained infrared imagery of panels of the radiators on the P1 and S1 trusses."
STS-119 EVA 3,Joseph M. Acaba  Richard R. Arnold,2009,3/23/2009 15:37,3/23/2009 22:04,"6 hours, 27 minutes","Relocated a crew equipment cart, completed the deployment of a cargo carrier, and finished swapping electrical relays to the station's gyroscopes."
Expedition 20 EVA 1,Gennady Padalka  Michael R. Barratt,2009,6/5/2009 7:52,6/5/2009 12:46,"4 hours, 54 minutes","Prepared the Zvezda service module transfer compartment for the arrival of the Mini-Research Module 2, installed docking antenna for the module, photographed antenna for evaluation on the ground, and photographed the Strela-2 crane."
Expedition 20 EVA 2,Gennady Padalka  Michael R. Barratt,2009,6/10/2009 6:55,6/10/2009 7:07,"0 hours, 12 minutes","Internal spacewalk in the depressurized Zvezda transfer compartment, replaced one of the Zvezda hatches with a docking cone, in preparation for the docking of the Mini-Research Module 2, or MRM2, later this year. The MRM2 will dock automatically to the zenith port of Zvezda, and serve as an additional docking port for Russian vehicles."
STS-127 EVA 1,David Wolf  Timothy L. Kopra,2009,7/18/2009 16:19,7/18/2009 21:51,"5 hours, 32 minutes",JEF installed and P3 nadir UCCAS deployed. S3 zenith outboard PAS deploy postponed due to time constraints.
STS-127 EVA 2,David Wolf  Thomas Marshburn,2009,7/20/2009 15:27,7/20/2009 22:20,"6 hours, 53 minutes","Transferred Orbital Replacement Units (ORUs) from the Shuttle Integrated Cargo Carrier (ICC) to the External Stowage Platform-3 (ESP-3). Transferred materials included a spare high-gain antenna, cooling-system pump module and spare parts for the Mobile Servicing System. JEF Visual Equipment (JEF-VE) installation on the forward section was postponed due to time constraints."
STS-127 EVA 3,David Wolf  Christopher Cassidy,2009,7/22/2009 14:32,7/22/2009 20:31,"5 hours, 59 minutes","JPM preparation work, ICS-EF MLI, and P6 battery replacement (2 of 6 units). EVA was cut short due to high levels of CO2in Cassidy's suit."
STS-127 EVA 4,Christopher Cassidy  Thomas Marshburn,2009,7/24/2009 13:54,7/24/2009 21:06,"7 hours, 12 minutes",P6 battery replacement (final 4 of 6).
STS-127 EVA 5,Christopher Cassidy  Thomas Marshburn,2009,7/27/2009 11:33,7/27/2009 16:27,"4 hours, 54 minutes","SPDM thermal cover adjustment, Z1 patch panel reconfiguration, JEM visual equipment (JEM-VE) installation (forward and aft), and JEM-LTA reconfigurations. S3 Nadir PAS (outboard) deployment postponed to later mission."
STS-128 EVA 1,John D. Olivas  Nicole P. Stott,2009,9/1/2009 21:49,9/2/2009 4:24,"6 hours, 35 minutes","Prepared for the replacement of an empty ammonia tank on the station's port truss by releasing its bolts. Retrieved the MISSE-6 and EuTEF experiments mounted outside of Columbus, and stowed them in the Shuttle's payload bay for their return to Earth. (Stott became the 9th American woman to perform an EVA, and the 10th woman spacewalker.)"
STS-128 EVA 2,John D. Olivas  Christer Fuglesang,2009,9/3/2009 22:13,9/4/2009 4:51,"6 hours, 39 minutes","Removed the new ammonia tank from the shuttle's payload bay and replaced it with the used tank from the station. The new tank, weighing about 1,800 pounds (820 kg), was the most mass ever moved by spacewalking astronauts."
STS-128 EVA 3,John D. Olivas  Christer Fuglesang,2009,9/5/2009 20:39,9/6/2009 3:40,"7 hours, 1 minute","Prepared for the arrival of Tranquility by attaching cables between the starboard truss and Unity, the area where Tranquility will be installed. The spacewalkers also replaced a communications sensor device, installed two new GPS antennas, deployed the PAS on the S3 truss, and replaced a circuit breaker."
STS-129 EVA 1,Michael Foreman  Robert Satcher,2009,11/19/2009 14:24,11/19/2009 21:01,"6 hours, 37 minutes",Installed a spare antenna on the station's truss and a bracket for ammonia lines on Unity. Lubricated the grapple mechanism on the Payload Orbital Replacement Unit Attachment Device on the Mobile Base System and lubricated the snares of the hand of the station's Japanese robotic arm. Deployed the S3 outboard Payload Attach System.
STS-129 EVA 2,Michael Foreman  Randolph Bresnik,2009,11/21/2009 14:31,11/21/2009 20:39,"6 hours, 8 minutes",Installed the GATOR (Grappling Adaptor to On-Orbit Railing) bracket to Columbus and an additional ham radio antenna. Installed on the truss an antenna for wireless helmet camera video. Relocated the Floating Potential Measurement Unit that records electrical potential around the station as it orbits the Earth. Deployed two brackets to attach cargo on the truss.
STS-129 EVA 3,Robert Satcher  Randolph Bresnik,2009,11/23/2009 13:24,11/23/2009 19:06,"5 hours, 42 minutes","Installed a new High Pressure Gas Tank (HPGT) on the Quest airlock. Installed MISSE-7A and 7B on ELC-2. Strapped two micrometeoroid and orbital debris (MMOD) shields to External Stowage Platform #2. Relocated foot restraint, released a bolt on Ammonia Tank Assembly, installed insulated covers on cameras on mobile servicing system and Canadarm 2's end effector. Worked heater cables on docking adapter."
Expedition 22 EVA 1,Oleg Kotov  Maksim Surayev,2010,1/14/2010 10:05,1/14/2010 15:49,"5 hours, 44 minutes",Prepared the Poisk module for future dockings.
STS-130 EVA 1,Robert L. Behnken  Nicholas Patrick,2010,2/12/2010 2:17,2/12/2010 8:49,"6 hours, 32 minutes",Removed a protective cover on a port on the Unity node where Tranquility was berthed halfway through the spacewalk. The pair then transferred a spare parts platform for the Special Purpose Dexterous Manipulator from the shuttle to the station. Behnken and Patrick will then made several connections on the newly installed Tranquility node to begin its activation.
STS-130 EVA 2,Robert L. Behnken  Nicholas Patrick,2010,2/14/2010 2:20,2/14/2010 8:14,"5 hours, 54 minutes","Installed ammonia plumbing and connectors between Unity, Destiny and Tranquility and covered them with thermal insulation. Prepare the nadir port on Tranquility for the relocation of the Cupola, and installed handrails on the exterior of Tranquility."
STS-130 EVA 3,Robert L. Behnken  Nicholas Patrick,2010,2/17/2010 2:15,2/17/2010 8:03,"5 hours, 48 minutes","Installed additional ammonia plumbing between Unity and Tranquility, removed insulation and launch locks from the Cupola, installed additional handrails on the exterior of Tranquility and performed get-ahead tasks to support the installation of a PDGF on the exterior of Zarya with cable installation on Unity and the S0 truss."
STS-131 EVA 1,Richard Mastracchio  Clayton Anderson,2010,4/9/2010 5:31,4/9/2010 11:58,"6 hours, 27 minutes","Relocated new ammonia tank from the Shuttle's payload bay to a temporary stowage location and disconnected the fluid lines to the old ammonia tank on the S1 truss. Retrieved a Japanese seed experiment from the exterior of the Kibo laboratory for return to earth and replaced a failed gyroscope on the S0 truss. Performed get-ahead tasks including the opening of a window flap on the zenith CBM of Harmony, and removed launch restraint bolts from a Flex Hose Rotary Coupler (FHRC) on the P1 truss."
STS-131 EVA 2,Richard Mastracchio  Clayton Anderson,2010,4/11/2010 5:20,4/11/2010 12:56,"7 hours, 26 minutes","The old ammonia tank was removed from the S1 truss and was replaced with the new tank. The electrical connections to the tank were made, but the fluid lines were deferred to the mission's third EVA due to time constraints since the installation was prolonged by a problem with the bolts that hold the tank to the truss. The old tank was relocated to a temporary stowage location on the station and a foot restraint was relocated in preparation for a future shuttle mission's spacewalk."
STS-131 EVA 3,Richard Mastracchio  Clayton Anderson,2010,4/13/2010 6:14,4/13/2010 12:36,"6 hours, 24 minutes","The fluid lines were connected to the new ammonia tank and the old tank was moved to the shuttle's payload bay for return to Earth. Micro-meteoroid debris shields from the Quest airlock which were no longer necessary were brought inside the airlock for return to Earth inside the Leonardo MPLM. The Z1 truss was prepared for the installation of a spare antenna on the next shuttle mission, and a foot restraint was relocated in preparation for a future spacewalk. The retrieval of an external carrier plate on Columbus was deferred to another shuttle mission due to time constraints after problems were encountered with attaching the old ammonia tank to a carrier in the payload bay, and several other tasks were deferred to later EVAs due to the replanning from the problems with the mission's second EVA."
STS-132 EVA 1,Garrett Reisman  Stephen G. Bowen,2010,5/17/2010 11:54,5/17/2010 19:19,"7 hours, 25 minutes","Installed a spare space-to-ground Ku-band antenna on the Z1 truss; installed new tool platform on Dextre, and broke torque on bolts holding replacement batteries to the ICC-VLD cargo carrier."
STS-132 EVA 2,Stephen G. Bowen  Michael T. Good,2010,5/19/2010 10:38,5/19/2010 17:47,"7 hours, 9 minutes",Repaired Atlantis' Orbiter Boom Sensor System (OBSS); P6 battery replacement (4 of 6 units); and removed gimbal locks from the Ku-band antenna installed on the first EVA of the mission.
STS-132 EVA 3,Michael T. Good  Garrett Reisman,2010,5/21/2010 10:27,5/21/2010 17:13,"6 hours, 46 minutes","P6 battery replacement (final 2 of 6 units); installed ammonia ""jumpers"" at the P4/P5 interface; retrieved a spare PDGF from Atlantis' payload bay and stowed it inside the Quest airlock. The spacewalkers also replenished supplies of EVA tools in toolboxes on the exterior of the station."
Expedition 24 EVA 1,Fyodor Yurchikhin  Mikhail Korniyenko,2010,7/27/2010 4:11,7/27/2010 10:53,"6 hours, 42 minutes","Replaced ATV docking camera on Zvezda's rear docking port, added cables from the Zvezda and Zarya modules to connect Rassvet to the Russian command and data handling computer system, added cables between Rassvet and Zarya to allow use of the KURS automated docking system on Rassvet."
Expedition 24 EVA 2,Douglas H. Wheelock  Tracy Caldwell Dyson,2010,8/7/2010 11:19,8/7/2010 19:22,"8 hours, 3 minutes","Attempted to replace a failed ammonia pump module located on the S1 truss. Due to an ammonia leak in the final line that needed to be disconnected from the failed pump module, the planned tasks were only partially completed, and the spacewalkers needed extra time to perform a ""bake out"" to ensure no ammonia entered the station following the EVA. This was the longest International Space Station-based spacewalk, and the sixth longest spacewalk in history."
Expedition 24 EVA 3,Douglas H. Wheelock  Tracy Caldwell Dyson,2010,8/11/2010 12:27,8/11/2010 19:53,"7 hours, 26 minutes",Completed removal of failed pump module from the S1 truss and began installation preparations on the replacement pump.
Expedition 24 EVA 4,Douglas H. Wheelock  Tracy Caldwell Dyson,2010,8/16/2010 10:20,8/16/2010 17:40,"7 hours, 20 minutes",Completion of the third contingency spacewalk to install a spare ammonia pump module on the S1 Truss.
Expedition 25 EVA 1,Fyodor Yurchikhin  Oleg Skripochka,2010,11/15/2010 14:55,11/15/2010 21:22,"6 hours, 27 minutes",Installed: portable multipurpose workstation in Zvezda Plane IV; struts between Poisk and Zvezda and Zarya modules; hand-rail on Pirs docking module; SKK #1-M2 cassette on Poisk module. Removed: Plasma Pulse Injector Science hardware and Expose-R scientific experiment from portable multipurpose workstation in Zvezda Plane II; Kontur science hardware (ROKVISS); TV camera from Rassvet module. Performed Test experiment to check for microorganisms or contamination underneath insulation on the Russian ISS segment. Cosmonauts failed to relocate TV camera due to interference from insulation at installation location.
Expedition 26 EVA 1,Dmitri Kondratyev  Oleg Skripochka,2011,1/21/2011 14:29,1/21/2011 19:52,"5 hours, 23 minutes","Installed an experimental communication antenna on Zvezda 's nadir side, removed and stowed a failed plasma pulse generator experiment apparatus and a material exposure experiment from Zvezda, and installed a docking TV camera on the Rassvet module."
Expedition 26 EVA 2,Dmitri Kondratyev  Oleg Skripochka,2011,2/16/2011 13:30,2/16/2011 18:21,"4 hours, 51 minutes","Installed two experiments for Earth seismic and lightning observations on the Zvezda module, removed two material exposure experiment panels from the exterior of the Zarya module, and jettisoned a foot restraint overboard."
STS-133 EVA 1,Stephen Bowen  Alvin Drew,2011,2/28/2011 15:46,2/28/2011 22:20,"6 hours, 34 minutes","Drew and Bowen installed a power extension cable between the Unity and Tranquility nodes to provide a contingency power source should it be required. The spacewalkers then moved the failed ammonia pump module that was replaced in August from its temporary location to the External Stowage Platform 2 adjacent to the Quest airlock. Drew and Bowen then installed a wedge under a camera on the S3 truss to provide clearance from the newly installed ELC-4. They next replaced a guide for the rail cart system used for moving the station robotic arm along the truss. The guides had been removed when astronauts were performing work on the station's starboard Solar Alpha Rotary Joint (SARJ), which rotates the solar arrays to track the sun. The final task was to ""fill"" a special bottle with the vacuum of space for a Japanese education payload. The bottle will be part of a public museum exhibit."
STS-133 EVA 2,Stephen Bowen  Alvin Drew,2011,3/2/2011 15:42,3/2/2011 21:56,"6 hours, 14 minutes","Drew removed thermal insulation from a platform, while Bowen swapped out an attachment bracket on the Columbus module. Bowen then installed a camera assembly on the Dextre robot and removed insulation from Dextre's electronics platform. Drew installed a light on a cargo cart and repaired some dislodged thermal insulation from a valve on the truss."
STS-134 EVA 1,Andrew Feustel  Gregory Chamitoff,2011,5/20/2011 7:10,5/20/2011 13:29,"6 hours, 19 minutes","Feustel and Chamitoff retrieved the two MISSE 7 experiments and installed a new package of MISSE 8 experiments on ELC-2, which was already on the station. They installed jumpers between segments on the left-side truss, or backbone of the station, for ammonia refills; vented nitrogen from an ammonia servicer; they began to install an external wireless communication antenna on the Destiny laboratory that will provide wireless communication to the Express Logistics Carriers mounted on the station's truss, but was cut short due to a bad CO2 sensor in Chamitoff's suit."
STS-134 EVA 2,Andrew Feustel  Michael Fincke,2011,5/22/2011 6:05,5/22/2011 14:12,"8 hours, 7 minutes","Feustel and Fincke refilled the Port 6 (P5) radiators with ammonia. They completed venting the early ammonia system, lubricated the port solar alpha rotary joint and parts of Dextre, a two-armed space station robot capable of handling delicate assembly tasks currently performed by spacewalkers. Fincke also installed grapple bars on the port radiators."
STS-134 EVA 3,Andrew Feustel  Michael Fincke,2011,5/25/2011 5:43,5/25/2011 12:37,"6 hours, 54 minutes","Feustel and Fincke installed a grapple fixture (a handle for the station's Canadarm2 to grab on to) on the Zarya module, to support robotic operations based from the Russian segment. They also installed additional cables to provide backup power to the Russian portion of the space station. The pair finished installing the wireless video system that was left unfinished during EVA 1."
STS-134 EVA 4,Michael Fincke  Gregory Chamitoff,2011,5/27/2011 4:15,5/27/2011 11:39,"7 hours, 24 minutes",Fincke and Chamitoff stowed the shuttle's 50-foot Orbiter Boom Sensor System (OBSS) on the right-side truss on a permanent stowage fixture. The pair then retrieved a grapple from the station's left-side truss and used it as a replacement for the grapple currently on the boom. They then released restraints from one of the arms spare arms for Dextre and replaced thermal insulation on one of the spare gas tanks for the Quest airlock. The arrival of the PMM module marked the completion of the US Orbital Segment. This was the final EVA from the Space Shuttle before its retirement.
Expedition 28 EVA 1,"Ronald J. Garan, Jr.  Michael E. Fossum",2011,7/12/2011 13:22,7/12/2011 19:53,"6 hours, 31 minutes","This spacewalk was kind of special in that it was the last spacewalk performed while a space shuttle was docked to the station. However, other than the previous spacewalks during docked operations, this one was performed by the station crew and not by the space shuttle crew. The need for this spacewalk arose since a failed pump module on the station should be returned for inspection to the ground on the space shuttle. This having been the main objective done during this EVA the spacewalkers also installed a Robotic Refueling Mission experiment and fully deployed the MISSE 8 experiment (which was only half deployed during a previous spacewalk).[170][171]"
Expedition 28 EVA 2,Sergei Volkov  Aleksandr Samokutyayev,2011,8/3/2011 14:50,8/3/2011 21:13,"6 hours, 23 minutes",The spacewalkers installed laser communications equipment which eventually will test transmissions of up to 100 Mbit/s of Russian science data with the ground on the Zvezda service module. Radioskaf-V a small satellite for a student experiment was deployed and an antenna which was used for the docking of Poisk was removed and brought back into the station. As part of the research work on the station the BIORISK experiment was installed on a handrail outside Pirs. Last but not least photographs were taken including some of an antenna with signs of degraded performance to support engineers on the ground to trouble-shoot the cause of the degradation. Due to time constrains the task to relocate the STEAL-1 cargo boom was canceled for this EVA.[172]
Expedition 30 EVA 1,Oleg Kononenko  Anton Shkaplerov,2012,2/16/2012 14:31,2/16/2012 20:46,"6 hours, 15 minutes","In preparation for the upcoming undocking of the Pirs docking compartment the Strela 1 Equipment Crane was relocated from that module to the Mini-Research Module 2. In addition an experiment module which exposed materials to the space environment was retrieved while another experiment, the Vynoslivost Sample Experiment was installed on handrails on MRM2. Out of two hardware units for the TEST experiment, just one unit was installed before time for the EVA ran out. The scheduled task to install five shields on Zvezda to shield it from micrometeoroid debris was also cancelled and is rescheduled to be done during the next EVA.[173][174]"
